"","id_enqueteur","uuid","date_enquete","start","nom_site","nom_question","probleme"
"13","maradi_7","3a0c4c65-67e7-485c-8bc6-7b9ef28e6d66","30/06/2020","08:32:21","zaria_i","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"14","niamey_15","6270ec9c-30ae-413c-9fdd-d1903bf9bf72","30/06/2020","12:30:49","sonuci","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"15","niamey_16","66a91b3e-f7f4-4fe4-8d31-18688cd54315","30/06/2020","10:50:28","deyzeibon","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"16","niamey_14","15a591f4-c01d-4695-adc6-f62469581565","30/06/2020","09:44:10","koubia_sud","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"17","niamey_14","f59c373d-90f4-4caf-b648-c109a33702cd","30/06/2020","10:14:46","koubia_sud","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"18","niamey_6","adaf650f-39b6-413b-8320-0b9bb9902fa8","30/06/2020","09:07:46","escadrille","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"19","niamey_6","8bd230c5-d062-407a-a1a8-b3275fce826a","30/06/2020","11:02:37","escadrille","sexe_chef_meg","sexe chef menage n est pas pris en compte dans la composition du ménage"
"20","niamey_9","bf5be38f-77c8-4916-9f57-1c16ab3883d3","30/06/2020","10:31:51","koubia_sud","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"21","niamey_9","d994ce4e-7300-43a6-958a-702fa5a2e067","30/06/2020","11:58:51","koubia_sud","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"22","maradi_17","dc192f8b-a9d7-4594-8153-fb7e9cc2e679","30/06/2020","08:38:12","ali_dan_sofo","age_chef_meg","age chef menage n est pas pris en compte dans la composition du ménage"
"23","maradi_22","4d7f1d0f-7860-44ec-94cb-43ead4c1593e","29/06/2020","13:55:11","hassao","sexe_chef_meg","sexe chef menage n est pas pris en compte dans la composition du ménage"
"24","niamey_13","37f6c244-cb3a-46ab-8ac9-bda73df34ff2","25/06/2020","09:42:20","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"25","niamey_13","c1a2970d-dcc9-4908-a33e-cb9536623a3e","25/06/2020","10:43:13","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"26","niamey_10","29940445-12ea-4c4a-9fd1-81f9dad69c1a","25/06/2020","08:34:47","escadrille","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"27","niamey_10","9448d711-9edb-4d15-a5bd-bed5bfca03b2","25/06/2020","15:03:21","pays_bas_tondi_gamme","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"28","niamey_11","ae2dc755-da0b-4ba0-b120-c481f3b3271e","25/06/2020","10:49:25","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"29","niamey_11","36e40dd8-d1f6-409f-8471-2f36772d5570","25/06/2020","11:29:40","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"30","niamey_11","16fd14b4-1708-4571-9312-c8ed28461b7b","25/06/2020","13:25:44","fandoga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"31","niamey_11","ad4aae09-b1e6-481a-8ee1-214019ace3f5","25/06/2020","13:59:07","fandoga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"32","niamey_7","1eb052c3-fb01-4153-87ea-18ac30942044","25/06/2020","08:38:01","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"33","niamey_7","141fcf21-169b-4c9d-8175-6f16002ef4d6","25/06/2020","11:33:17","saga_gorou_i","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"34","niamey_7","ca3dbe14-d368-4c82-b2d5-11c863d5e9c2","25/06/2020","13:23:48","fandoga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"35","niamey_7","29a7dbf4-d18d-4648-8d81-f60dec80620b","25/06/2020","14:28:56","fandoga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"36","niamey_1","9179bd99-d65a-4d4e-b18d-e675d4eaff0b","25/06/2020","09:35:31","route_filingue","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"37","niamey_1","528a3fd4-a1ac-4f3d-a956-f2b37f16ffd6","25/06/2020","10:40:18","route_filingue","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"38","niamey_1","27061f65-fea5-4af2-b496-3da8fbdcfefa","25/06/2020","13:01:59","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"39","niamey_1","ca37e613-cd76-479f-8454-f9111d90c4d7","25/06/2020","14:12:36","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"40","niamey_5","1ff66e14-2234-4165-afa0-d7346457d55a","25/06/2020","09:34:21","route_filingue","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"41","niamey_5","93b289b3-fd97-4401-9f0d-5ac31e073166","25/06/2020","13:10:24","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"42","niamey_5","51d573db-85df-450f-a3c7-172421f7df1a","25/06/2020","14:31:46","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"43","niamey_16","e77e4521-c7bf-4f74-b1da-954b1af3da70","25/06/2020","11:25:50","koubo_me","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"44","niamey_16","56212769-8bd2-4c61-975f-e08d2cb27ef6","25/06/2020","13:40:20","koubo_me","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"45","niamey_16","0187e10e-41e1-42eb-8d17-61bed9cc56ea","25/06/2020","15:33:20","route_tchanga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"46","niamey_15","bcefe500-094d-43b7-a6bd-1f1ec0ebb376","25/06/2020","10:03:09","escadrille","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"47","niamey_15","729c21e8-505c-4125-a966-dc529480f21f","25/06/2020","11:14:27","escadrille","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"48","niamey_15","983bcf31-7857-427a-a716-0af38b80a804","25/06/2020","13:59:38","pays_bas_tondi_gamme","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"49","niamey_15","0febcd8a-5ce2-42ba-8ad4-3fce52e6faa5","25/06/2020","15:16:32","pays_bas_tondi_gamme","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"50","niamey_16","5f6e3847-0787-4c4e-953a-f1235b10fb77","26/06/2020","09:08:57","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"51","niamey_16","0dafa596-b5f6-4264-8185-7c4bc952d461","26/06/2020","10:03:15","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"52","niamey_16","b18d931d-c72c-4982-87e1-931d60e9ad2a","26/06/2020","13:00:33","gamkalley_sebanguey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"53","niamey_13","5d8265c9-858e-4389-bfb9-a11a8fd24286","26/06/2020","09:03:24","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"54","niamey_13","d408875e-a5ea-4c87-938c-9b146bfd2c85","26/06/2020","10:14:30","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"55","niamey_13","e76fd8fb-64a1-4d7c-82d4-716296d70904","26/06/2020","13:28:47","gayi_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"56","niamey_3","f60db668-f9b1-49da-97a2-9c9f93ebd1a6","26/06/2020","09:09:31","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"57","niamey_3","944eb272-f3e4-44b9-a2dd-40a59217e1d6","26/06/2020","10:16:50","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"58","niamey_3","e17b4017-8ed8-472c-b24a-b5392e07d144","26/06/2020","11:15:41","gamkalley_sebanguey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"59","niamey_5","8821c0a9-5ac0-4e25-9087-a7bc58f3d00a","26/06/2020","09:22:20","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"60","niamey_5","b3a58602-a734-4c98-85b3-110a1783e7d7","26/06/2020","10:43:26","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"61","niamey_5","1a3e34c8-78dd-4c4a-b3d6-606b770f9506","26/06/2020","12:22:38","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"62","niamey_8","ea2f4b91-7992-47a1-b2b8-deef3b2d2c5d","26/06/2020","09:22:09","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"63","niamey_8","bcda098c-f639-4b0f-ba92-fda66a0ecc5e","26/06/2020","09:57:48","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"64","niamey_8","1f256875-2bea-4c6e-9e3c-b4bd2bdf53b9","26/06/2020","11:46:11","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"65","niamey_8","d4496956-2093-44b0-855d-95edd0826269","26/06/2020","12:21:49","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"66","niamey_4","c6ac651f-d7e4-40f5-979a-39b05af53d37","26/06/2020","09:21:01","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"67","niamey_4","5671faa0-ae9c-4b7f-a908-39aae8017f79","26/06/2020","09:49:13","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"68","niamey_4","c0ede704-0073-4117-a6a1-32ceb0031a55","26/06/2020","11:47:30","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"69","niamey_4","9494b172-a4ba-49b8-9082-eac8921d961b","26/06/2020","12:43:35","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"70","niamey_1","a98c5550-dfc7-4023-871a-6bea8a41c8cb","26/06/2020","11:33:42","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"71","niamey_1","e071be30-fb3e-484d-8dc4-21b12ae7bfde","26/06/2020","11:56:06","saga_gassia_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"72","niamey_1","7ed30abe-76f7-4cd8-b0f9-353d61901e4a","26/06/2020","12:42:15","kaf_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"73","niamey_2","26be9d72-e361-447f-94da-2043e6812f0b","26/06/2020","09:13:48","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"74","niamey_2","38b04fac-931a-4d4c-9422-1063eeca22c2","26/06/2020","09:53:31","gamkalley_golley","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"75","niamey_2","030432d6-d6d8-4270-9d24-30b75a6b37fb","26/06/2020","11:41:40","gamkalley_sebanguey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"76","niamey_11","2363c161-e27d-4eed-968e-2d2481a8646e","26/06/2020","09:47:39","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"77","niamey_11","ec452b30-fd94-41f0-8188-a5bc2f718f10","26/06/2020","13:31:02","gayi_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"78","niamey_7","2eff461b-8bec-4811-97ad-f4a22ae02901","26/06/2020","09:06:01","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"79","niamey_7","f27a9af3-56e6-4e42-ad4a-9d5ea34886b0","26/06/2020","09:51:52","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"80","niamey_7","b45f9641-8f8e-4dd8-a903-331105904b39","26/06/2020","13:26:34","gayi_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"81","niamey_12","2da880df-9099-4dd9-ae9b-9348c0075ab2","26/06/2020","09:08:21","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"82","niamey_12","d8139d48-5f05-46b1-ab2f-4feb6bf713c0","26/06/2020","09:57:21","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"83","niamey_12","83616cc7-81ba-46ef-a11c-4cc9cd8ca247","26/06/2020","10:27:12","kongou_zarmagandey","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"84","niamey_12","16392a54-4628-4849-85af-fb64e6e37368","26/06/2020","13:21:57","gayi_kouara","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"85","niamey_9","9ff2aac4-36fc-4c8c-b934-3f47971451de","26/06/2020","08:42:07","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"86","niamey_9","143e0557-2d7e-42f1-aa9e-e54f2a4d52bd","26/06/2020","09:29:22","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"87","niamey_9","34417046-39c6-44ba-8788-e2224885a6b5","26/06/2020","11:07:00","saga_goungou","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"88","niamey_14","86fa128f-a485-4b32-b826-b22470ed843c","26/06/2020","08:36:22","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"89","niamey_14","1eef2206-15fd-458e-a1c8-e514c65edf55","26/06/2020","09:32:24","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"90","niamey_14","f1abfd9c-c867-4507-b2f9-8c16af60a6a9","26/06/2020","11:09:06","saga_goungou","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"91","niamey_14","6bae837d-36d4-4f66-aea6-c80801b95863","26/06/2020","11:41:50","saga_goungou","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"92","niamey_10","9cdcba09-8f51-4ee1-8bb4-51fdc8d2e69b","26/06/2020","08:40:36","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"93","niamey_10","0fa450e1-6e51-422d-89f8-36d2eac30455","26/06/2020","09:22:52","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"94","niamey_10","5a02fa4a-98e6-4afa-92e9-5106216b72b0","26/06/2020","11:11:04","kongou_gonga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"95","niamey_15","d7c730b9-6c7d-4c9b-9ddc-0f612dace0d4","26/06/2020","08:35:45","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"96","niamey_15","ffb200bc-5c18-4a0a-b2e8-76ba1e5b80e8","26/06/2020","09:10:29","fondobon_saga","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"97","niamey_15","0bafd825-b819-4c4e-92ab-183dce49bf36","26/06/2020","09:49:49","saga_goungou","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"98","niamey_2","2cd3f311-c907-462d-bb41-c114de238a9f","27/06/2020","09:21:24","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"99","niamey_2","a88894f4-2fa0-42bb-a18b-f2d3e431157b","27/06/2020","12:26:56","koubia_sud","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"100","niamey_2","55970464-c6a4-452a-ae06-8305a45c8fcd","27/06/2020","13:30:27","koubia_sud","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"101","niamey_15","f5a2bd17-4e3f-4174-b1c2-f656103b4c02","26/06/2020","17:10:33","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"102","niamey_15","caeb66e8-9327-4d05-95ab-9d1c57190d5c","27/06/2020","10:08:28","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"103","niamey_15","b565601d-e8a6-4d52-afed-c2d7b7dc4b8e","27/06/2020","12:00:34","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"104","niamey_15","1fb016f9-4425-4461-992f-914fbceb4fdd","27/06/2020","12:34:06","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"105","niamey_5","7b90f2ba-0cb8-4fb6-8aed-869556226095","27/06/2020","10:32:20","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"106","niamey_5","a47eee4a-9400-44d4-af2a-1efec3d9b7ac","27/06/2020","11:35:49","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"107","niamey_1","c9599fb6-892e-4157-b720-4ad14bc924fc","27/06/2020","10:35:44","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"108","niamey_1","96e94038-b32b-4081-bfd3-4011ed0dec71","27/06/2020","11:22:10","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"109","niamey_1","01c0d843-46cb-4202-9533-c8057bbe7052","27/06/2020","12:41:10","bobiel","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"110","niamey_4","90ea38db-a0fd-459f-b4e3-27793888b189","27/06/2020","09:34:49","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"111","niamey_4","e567e488-1fcd-40a7-874d-5bf878b262c0","27/06/2020","10:43:53","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"112","niamey_4","0b9b7f6d-0476-4815-a1fc-dc5548365062","27/06/2020","12:03:17","bobiel","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"113","niamey_4","ebdcebb4-5185-4f82-9939-f493d911573a","27/06/2020","13:26:12","bobiel","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"114","niamey_8","9b446238-a5d7-407f-a336-cd4cc2e1b9dd","27/06/2020","09:42:49","cite_chinoise","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"115","niamey_8","50b89dbe-6ffe-4164-bbbe-ecbc85d4a81b","27/06/2020","11:56:20","bobiel","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"116","niamey_8","5a7ad84f-d8d6-4ca6-bf29-79d6fc2b8d30","27/06/2020","13:46:12","bobiel","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"117","niamey_9","fb7a62d7-e6b2-4cb6-a8e0-3737772ca2b7","27/06/2020","09:15:13","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"118","niamey_9","8fff406c-dc2a-48ec-8dcb-b843b2ddd9e3","27/06/2020","10:21:25","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"119","niamey_9","78b443f3-f99c-4f74-8343-4701526abf51","27/06/2020","12:00:43","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"120","niamey_9","3d5a4b51-cd56-431e-aece-3403d7f5a2d3","27/06/2020","12:48:42","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"121","niamey_11","b5d1ccd6-07cb-4f4f-b9d6-e614a3bcacc4","27/06/2020","11:14:12","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"122","niamey_11","47f9d666-b4ee-40b2-9e22-29646aa9db3f","27/06/2020","14:31:12","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"123","niamey_13","f2763c6a-cc3a-417e-97d4-ecd32761507e","27/06/2020","09:54:15","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"124","niamey_13","6db1bc72-760a-4ca3-8122-39633c4a78ad","27/06/2020","11:45:44","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"125","niamey_13","7db8e530-b75d-4ae4-8d50-120e0db421a6","27/06/2020","13:31:57","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"126","niamey_13","fee957f8-5166-4294-81d9-063c818add5e","27/06/2020","14:32:15","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"127","niamey_6","ee24f0ba-1024-4f0e-aea8-261f8aad8e65","27/06/2020","09:23:59","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"128","niamey_6","b5aa0120-dc5e-4f5a-b5bd-3f25c74c5a5a","27/06/2020","11:14:07","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"129","niamey_6","9f1136e6-dc40-4269-b4f5-063d95f84707","27/06/2020","12:52:00","koubia_sud","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"130","niamey_6","4eef92c0-9f0d-43b2-b5d8-415ccb47f897","27/06/2020","14:21:50","koubia_sud","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"131","niamey_14","ce335140-dc0f-4f13-a5df-ae21f2c8e290","27/06/2020","09:16:47","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"132","niamey_14","96817620-d091-477b-8a7a-6f53a1844f72","27/06/2020","10:22:45","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"133","niamey_14","bea92e54-a023-4a69-aaf6-8b2e3e0160a7","27/06/2020","12:04:37","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"134","niamey_14","55370b99-04ba-4c33-9c98-6d15eaf23837","27/06/2020","13:05:09","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"135","niamey_3","4b90d08b-ca6c-436c-a426-f85bbad3b16c","27/06/2020","10:31:40","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"136","niamey_3","673d8039-d574-4e73-9238-7001c7d6cbe0","27/06/2020","12:02:59","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"137","niamey_3","3553eccc-6770-4ddb-b2b5-a60bb9b5f99c","27/06/2020","13:37:47","koubia_nord","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"138","niamey_3","353287da-3ad5-48e8-aa73-eb71c761514f","27/06/2020","14:14:57","koubia_nord","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"139","niamey_10","b7f6d515-28df-48e0-8029-cafe99f3df10","27/06/2020","09:15:50","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"140","niamey_10","7f1abeb5-f232-46b3-aaed-66c8305e066d","27/06/2020","10:24:04","francophonie","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"141","niamey_10","65312a26-e101-4f8f-8f1e-24766f44096d","27/06/2020","12:08:56","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"142","niamey_10","7c78c36c-6b93-4d4e-8c45-22ebfdc799a7","27/06/2020","13:21:51","sonuci","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"143","niamey_16","05f9157a-33e5-4492-967d-ba2ce4712c8c","27/06/2020","09:28:31","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"144","niamey_16","02e99fc5-0e52-4858-87a4-2a0badf2e4d6","27/06/2020","10:17:47","satu_sa","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"145","niamey_16","9bd0a644-b2b4-40e8-9843-990f65689123","27/06/2020","12:32:18","koubia_nord","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"146","niamey_16","eba0006b-1e67-4216-99b6-b1891aeab00d","27/06/2020","13:26:55","koubia_nord","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"147","niamey_12","37b938c1-2a00-4d0e-9979-8d211f2f2e7f","27/06/2020","10:08:59","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"148","niamey_12","824cb5ae-9365-44ec-a05f-c4a8c7d62d34","27/06/2020","12:15:27","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"149","niamey_12","6a461e6c-f17f-42c7-b3df-3cc651d8f60a","27/06/2020","14:13:44","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"150","niamey_7","2f6159e3-9743-46c6-b931-883eda9eb712","27/06/2020","09:58:14","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"151","niamey_7","d63be0b6-a37c-49ab-bd58-c8170e50bcee","27/06/2020","11:21:17","soudoure","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"152","niamey_7","1891c2bb-3d4b-4c00-9a36-293e292a9fdb","27/06/2020","14:13:37","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"153","niamey_7","16b51be2-7dee-45dd-a952-27760099420f","27/06/2020","15:36:37","tondibiah","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"154","niamey_7","c908498b-9a42-4894-9fda-a1dd4b499ed8","28/06/2020","08:43:33","corniche_yantala","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"155","niamey_7","ebe7a0c2-eaf0-4ad8-b894-0ab671682cde","28/06/2020","09:43:00","corniche_yantala","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"156","niamey_7","50190e0c-1966-4476-8b8b-a967911190ed","28/06/2020","11:04:16","corniche_yantala","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"157","niamey_7","a708f0ee-7a61-41a1-8d52-63800d5548c5","28/06/2020","11:53:59","corniche_yantala","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"158","niamey_7","b5823430-a750-4bb4-95c3-a09b16d65ff5","28/06/2020","13:13:19","corniche_yantala","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
"159","niamey_15","597f5f94-110d-4b3a-a3fb-91e1dddbbf33","28/06/2020","08:44:50","yantala_haut","age_enquete","age enquete n est pas pris en compte dans la composition du ménage"
